SaleUnits,TargetUnits,AchSale ,LMSU,LMSV
11.5013,37.445,31,11.9181,3420.25
3,1.9887,151,1,298.78
4,6.9132,58,3,990.69
4.3336,7.2039,60,6.1668,2666.77
12.417,19.4675,64,8.5004,1370.09
2,7.0537,28,0,0
60.3332,113.4531,53,48.3332,9880.76
8.1666,14.3268,57,12,3302.28
3,29.7229,10,4.3332,613.28
24.7497,15.1465,163,24.833,6833.79
0.4998,4.5478,11,2.2499,884.5
0.0833,12.8168,1,23.6664,6512.76
9.6664,20.4983,47,9.6664,3040.08
7.3332,10.8998,67,6.5831,3364.36
6.7497,21.5456,31,2.2495,990.45
49.0825,26.0267,189,32.5823,10759.65
7,10.7834,65,10.2499,1410.28
13,19.8337,66,19.0833,3976.2
8,10.9429,73,4,1085.04
50.4994,40.5986,124,40.0829,14497.18
3,7.3233,41,0,2.84E-14
20.0833,11.01,182,13.1666,4296.13
125,14.9029,839,200,102212
5.1666,6.3814,81,6.2499,2113.03
30.4165,28.9267,105,11.7497,4480.51
13.6664,34.8101,39,15.1658,5783.17
14.0833,14.3425,98,14.2499,3137.12
39.5013,24.3392,162,28.9181,8298.91
3,4.7729,63,2,597.56
10,9.5721,104,8,2641.84
4.3332,5.7631,75,8.1666,3531.56
2.4165,11.2707,21,4.4998,725.28
2,7.0537,28,4,660.44
16.3332,48.6228,34,17.3332,3543.43
0.1666,10.3471,2,6,1651.14
6,17.5635,34,0.3332,47.16
19.7497,9.0879,217,19.833,5457.84
-1.5002,7.9586,-19,1.2499,491.37
-1.9167,11.7487,-16,1.6664,458.58
5.6664,23.9147,24,10.6664,3354.58
-9.9168,19.0747,-52,3.2331,1652.31
4.7997,21.5456,22,-2.4505,-1078.96
25.333,67.6693,37,2.5823,852.75
197.4,22.9147,861,151.2499,20810.47
396,203.2949,195,200.0833,41689.36
198.2,44.6835,444,149,40417.74
616.6994,266.7905,231,304.0829,109980.7
-20.8,6.2771,-331,4,864.88
-7.9167,12.111,-65,11.1666,3643.55
0,13.661,0,0,0
-12.6334,33.1831,-38,-1.7501,-591.69
-4.3835,48.2111,-9,7.7497,2955.19
35.6664,64.6473,55,33.1658,12647.11
2.4833,10.1242,25,0.2499,55.02
9.2986,43.0617,22,38.9151,11167.85
-41.6,4.1763,-996,-7,-2091.46
0.2,9.0403,2,0,0
5.3336,5.7631,93,0.1668,72.13
-15.383,11.2707,-136,4.5004,725.37
-4.6,7.0537,-65,-2,-330.22
9.3332,56.7265,16,10.3332,2112.42
0.7666,17.5105,4,9,2476.71
8,29.7229,27,2.3332,330.22
391.7497,133.2896,294,200.833,55267.23
31.8998,27.2867,117,49.2499,19361.61
-20.5167,11.7487,-175,1.6664,458.58
399.4664,187.9012,213,206.6664,64996.58
14.3336,28.6121,50,23.5838,12052.74
13.7506,32.3184,43,23.251,10237.42
104.0845,109.312,95,43.5854,14393.21
3,24.2626,12,15.2502,2098.28
30,79.3346,38,37.0834,7726.7
8,16.4143,49,4,1085.04
44.5012,86.9969,51,33.0842,11965.89
0,5.231,0,5,1081.1
17.0834,23.121,74,20.1668,6580.23
500,19.8705,2516,807,412425.42
1.1668,9.5721,12,8.2502,2789.31
13.417,23.1413,58,21.7506,8294.16
31.6672,74.593,42,54.1684,20656.04
3.0834,13.4989,23,4.2502,935.68
15.5001,44.934,34,21.9168,6289.68
0,1.9887,0,0,0
18,17.0171,106,10,3302.3
15.3332,16.8091,91,9.1666,3964
35.4165,36.8858,96,51.4998,8300.74
17,26.0987,65,8,1320.88
16.3336,68.8822,24,19.3336,3952.37
8.1668,11.143,73,0,0
3,18.9146,16,0.3336,47.21
98.7506,12.1172,815,82.834,22795.09
2.5004,10.2325,24,1.2502,491.49
6.0834,27.7698,22,4.6672,1284.37
22.6672,51.2458,44,23.6672,7443.33
10.3332,4.0874,253,0.5831,298
2.7497,13.466,20,3.2495,1430.75
4.0825,46.848,9,7.5823,2503.9
10,10.7834,93,1.2499,171.97
4,9.9168,40,2.0833,434.08
0,2.7357,0,4,1085.04
13.4994,11.5996,116,14.0829,5093.5
-7,2.0924,-335,0,0
3.0833,5.505,56,1.1666,380.65
125,3.7257,3355,200,102212
0.1666,3.1907,5,0.2499,84.49
2.4165,5.7853,42,0.7497,285.88
1.6664,19.8915,8,5.1658,1969.87
10.0833,12.6552,80,0.2499,55.02
3.4986,16.8502,21,3.9151,1123.55
0,2.3865,0,0,0
0,5.3178,0,0,0
0.3332,5.2829,6,0.1666,72.04
0.4165,10.2461,4,10.4998,1692.36
-7,5.643,-124,0,0
2.3332,40.519,6,11.3332,2316.85
0.1666,10.3471,2,0,0
2,21.6166,9,0.3332,47.16
20.7497,9.0879,228,21.833,6008.22
-0.5002,2.2739,-22,0.2499,98.24
4.0833,5.3403,76,3.6664,1008.96
2.6664,10.2492,26,2.6664,838.58
9.3332,16.3498,57,8.5831,4386.48
11.7497,38.2075,31,12.2495,5393.45
22.0825,109.8904,20,16.5823,5475.97
5,10.0741,50,9.2499,1272.69
12,37.9211,32,13.0833,2726.04
2,11.6838,17,8,2170.08
20.4994,37.6931,54,28.0829,10157.02
1,1.8831,53,0,0
25.0833,36.048,70,17.1666,5601.29
500,0.727,68778,801,409359.06
5.1666,15.5042,33,5.2499,1774.94
4.4165,19.105,23,3.7497,1429.87
11.6664,58.0168,20,50.1658,19129.72
20.0833,30.737,65,15.2499,3357.27
16.4986,31.2924,53,6.9151,1984.49
10,39.9252,25,0,0
0,1.5047,0,-1,-330.23
2.3332,7.7943,30,6.1666,2666.68
17.4165,20.2632,86,25.4998,4110.06
4,5.1958,77,-1,-165.11
6.3332,45.7626,14,6.3332,1294.7
0.1666,7.3626,2,0,0
7,14.9579,47,2.3332,330.22
95.7497,25.6326,374,94.833,26097.09
8.4998,11.2305,76,9.2499,3636.41
1.0833,9.399,12,3.6664,1008.96
9.6664,41.8507,23,9.6664,3040.08
-1.6664,14.5331,-11,10.5838,5408.96
7.7506,21.8329,35,17.251,7595.62
14.0845,102.5644,14,-1.4146,-467.14
13.6,8.395,162,3.2502,447.2
11,18.9605,58,4.0834,850.82
7.8,14.0206,56,7,1898.82
37.3012,45.2317,82,14.0842,5093.97
-0.2,4.7079,-4,16,3459.52
14.0834,29.4938,48,18.1668,5927.65
250,1.3086,19105,400,204424
4.9668,50.9423,10,68.2502,23074.71
40.217,22.9259,175,10.7506,4099.53
32.6672,74.593,44,28.1684,10741.46
10.6834,37.8302,28,8.2502,1816.28
23.7001,56.3264,42,28.9168,8298.54
-1.4,9.8062,-14,17,5079.26
-0.2,3.3855,-6,0,0
19.3332,36.3732,53,19.1666,8288.4
7.2165,15.372,47,9.4998,1531.18
2.6,17.6657,15,2,330.22
20.3336,68.6439,30,9.3336,1908.07
0.5668,9.9921,6,4,1100.76
3,22.4369,13,2.3336,330.27
44.7506,9.321,480,45.834,12613.06
26.1004,6.7383,387,2.2502,884.62
1.6834,14.8817,11,4.6672,1284.37
-0.1328,35.872,0,1.6672,524.33
50.3332,32.6995,154,13.5831,6941.78
3.7497,51.853,7,21.2495,9356.15
12.083,109.8904,11,2.5823,852.75
104,47.0122,221,76.2499,10491.22
208,107.4431,194,81.0833,16894.52
101,46.7354,216,77,20887.02
213.4994,75.3862,283,85.0829,30772.78
16,23.5393,68,9,1945.98
15.0833,72.0959,21,3.1666,1033.23
50,10.323,484,0,0
101.1666,50.9423,199,8.2499,2789.21
11.4165,34.3889,33,0.7497,285.88
115.6664,116.0335,100,143.1658,54593.41
3.0833,11.8219,26,7.2499,1596.07
4.5013,15.6462,29,3.9181,1124.41
0,5.6035,0,0,0
0,2.0689,0,0,0
5.3336,9.0933,59,2.1668,937.01
3.417,9.0835,38,5.5004,886.55
0,4.6762,0,0,0
10.3332,76.271,14,1.3332,272.55
0.1666,9.4662,2,0,0
0,26.9243,0,0.3332,47.16
15.7497,55.9257,28,25.833,7108.98
4.4998,44.1733,10,11.2499,4422.67
2.0833,14.8817,14,-6.3336,-1742.94
26.6664,83.7014,32,53.6664,16878.08
60.3332,39.9661,151,2.5831,1320.12
50.7497,16.3746,310,-1.7505,-770.75
135.083,87.9123,154,21.5823,7127.12
5,45.3332,11,5.2499,722.33
240,82.1624,292,0.0833,17.36
61,44.3986,137,5,1356.3
246.4994,90.4634,272,10.0829,3646.78
0,8.9449,0,-2,-432.44
3.0833,72.0959,4,4.1666,1359.52
250,0.4362,57315,400,204424
0.1666,22.1488,1,-0.7501,-253.6
39.4165,45.8519,86,-1.2503,-476.78
82.6664,99.4573,83,1.1658,444.55
0.0833,11.8219,1,0.2499,55.02
4.4986,31.2924,14,2.9151,836.57
0,2.8018,0,-1,-298.78
0,2.0689,0,0,0
0.3336,45.4665,1,0.1668,72.13
8.417,5.5898,151,0.5004,80.65
3,9.3524,32,-1,-165.11
6.3332,68.6439,9,14.3332,2930.14
0.1666,7.3626,2,1,275.19
6,22.4369,27,2.3332,330.22
259.7497,8.1558,3185,45.833,12612.78
20.4998,3.7435,548,0.2499,98.24
10.0833,6.266,161,10.6664,2935.29
152.6664,26.904,567,14.6664,4612.58
52.5832,43.5993,121,156.9331,80202.23
1.6997,103.7061,2,205.9495,90679.56
186.8325,175.8246,106,406.5823,134265.67
1,30.2222,3,0.2499,34.38
5,252.8073,2,451.0833,93987.72
1,105.1546,1,7,1898.82
18.4994,301.5447,6,518.0829,187380.22
0,37.1921,0,106,22919.32
12.0833,65.5417,18,208.1666,67922.68
0,0.727,0,0,0
550.1666,66.4465,828,251.2499,84945.08
0.4165,213.9754,0,112.7497,42994.84
2.6664,298.372,1,607.1658,231530.53
3.0833,113.4906,3,10.2499,2256.52
13.5013,115.782,12,9.9181,2846.29
0,4.2027,0,0,0
0,6.3949,0,0,0
0.3332,20.7847,2,0.1666,72.04
0.4165,9.0835,5,0.4998,80.56
0,9.3524,0,0,0
32.3332,83.8981,39,54.3332,11107.34
6.1666,11.5698,53,9,2476.71
28,43.378,65,21.3332,3019.29
15.7497,6.9907,225,9.833,2705.94
12.4998,4.4922,278,5.2499,2063.89
16.0833,28.197,57,16.6664,4586.43
49.6664,62.7761,79,44.6664,14047.58
0.3336,34.5161,1,4.5838,2342.6
0.7506,40.9366,2,1.251,550.82
19.0845,146.5205,13,17.5854,5807.23
3,26.8641,11,5.2502,722.38
7,132.7238,5,5.0834,1059.18
-1,11.6838,-9,0,0
5.5012,203.5427,3,13.0842,4732.29
4,17.8899,22,0,0
14.0834,52.4334,27,12.1668,3969.91
125,1.0178,12282,200,102212
9.1668,236.9925,4,22.2502,7522.57
5.417,45.8519,12,10.7506,4099.53
18.6672,182.3384,10,57.1684,21800.03
2.0834,30.737,7,9.2502,2036.43
5.5001,62.5849,9,6.9168,1984.98
6,7.7049,78,11,3286.58
0,3.3855,0,0,0
0.3332,10.3923,3,1.1666,504.48
0.4165,10.4809,4,0.4998,80.56
-1,5.7154,-17,1,165.11
0.3336,38.1355,1,0.3336,68.2
0.1668,6.8367,2,0,0
0,19.4453,0,0.3336,47.21
25.7506,10.4861,246,20.834,5733.31
3.5004,4.4922,78,1.2502,491.49
0.0834,4.6995,2,0.6672,183.61
5.6672,47.8294,12,6.6672,2096.83
71.5,47.2389,151,31,15842.86
2,7.936,25,1.5,660.45
73.5,120.6165,61,142,46892.66
-3,4.7295,-63,-2,-275.18
12,46.2715,26,7,1458.52
0,25.6718,0,3,813.78
19,96.6583,20,69,24955.92
4.5,6.6088,68,-3,-648.66
73.5,119.2128,62,59,19251.11
0,0.5728,0,0,0
0,3.6906,0,1,338.09
-1.5,31.8979,-5,7,2669.31
52,85.0652,61,50,19066.5
384.5,435.2845,88,323,71108.47
131.5,215.5618,61,137,39316.26
-2,1.0416,-192,-3,-896.34
37,12.5543,295,9.5,3137.19
24.5,10.5498,232,10.5,4540.62
56,16.6086,337,11.5,1853.57
2.5,7.0213,36,11.5,1898.76
58,85.9687,67,9,1839.87
1,7.9893,13,0,0
7,37.3114,19,2,283.06
27,30.0601,90,7.5,2063.92
10,9.0483,111,1,393.13
29,80.0217,36,33,9081.27
21,71.8798,29,26,8177
52,34.0598,153,42.5,21720.05
18.5,39.6798,47,31,13649.3
150,155.7964,96,143,47222.89
19.5,8.1822,238,-1,-137.59
82.5,61.6835,134,130,27086.8
25,4.6049,543,-1,-271.26
83.5,53.1315,157,139.5,50454.36
9,17.5488,51,6,1297.32
15.5,39.5609,39,18,5873.22
0,0.2025,0,0,0
0.5,1.8453,27,4.5,1521.41
54,48.7203,111,53,20210.49
111.5,108.2919,103,96.5,36798.34
271,188.4935,144,279,61421.85
73,88.3267,83,81,23245.38
1.5,1.9187,78,1,298.78
25,28.7136,87,42.5,14034.79
78.5,63.7731,123,56.5,24432.86
6,13.0057,46,5,805.9
0,1.6284,0,0,0
10,35.5917,28,1,204.43
7,7.276,96,2,550.38
0,15.347,0,0,0
0,7.6898,0,-0.5,-137.59
0,0.6032,0,-0.5,-196.56
1,5.7126,18,0.5,137.6
1,20.1919,5,-7.5,-2358.75
16,16.8108,95,24.5,12520.97
19.5,9.2586,211,25,11007.5
52,85.4367,61,29,9576.67
20.5,7.1203,288,-2,-275.18
46.5,71.98,65,48,10001.28
34,10.4153,326,8,2170.08
29.5,49.6004,59,16.5,5967.72
3,5.3597,56,3,648.66
30.5,44.9655,68,34,11093.86
0,2.291,0,0,0
0.5,3.6906,14,4.5,1521.41
0,8.3567,0,0,0
46.5,58.9324,79,12.5,4766.62
28,50.044,56,77,16951.55
0,31.9631,0,2,573.96
0.5,2.4121,21,0,0
30,30.403,99,45.5,15025.48
83.5,68.2004,122,57.5,24865.3
3,7.1158,42,1,161.18
4,3.0824,130,2,330.22
2,27.3262,7,1,204.43
1,6.5151,15,3,825.57
0,23.0908,0,0,0
3,7.6898,39,-0.5,-137.59
0,1.0257,0,-0.5,-196.56
1,3.7152,27,-2.5,-687.97
1,9.9081,10,-0.5,-157.25
6.5,24.5136,27,57,29130.42
1,75.3916,1,1.5,660.45
149.5,140.7193,106,120,39627.6
69,22.7388,303,50,6879.5
95,35.4966,268,119,24794.84
30,29.211,103,0,0
180,73.9046,244,141,50996.88
5.5,6.042,91,0,0
25.5,55.3584,46,112,36544.48
0,1.4809,0,0,0
350,52.2836,669,397,134221.73
128.5,69.1579,186,51,19447.83
150,120.6754,124,200,76266
549.5,432.6987,127,351,77272.67
19.5,71.0561,27,23,6600.54
-3,0.1096,-2736,-3,-896.34
52,25.6801,202,98.5,32527.66
154.5,59.8956,258,97.5,42162.9
55,102.3631,54,78.5,12652.63
55.5,85.2335,65,72.5,11970.47
11,41.7909,26,7,1431.01
0,8.56,0,0,0
11,25.6252,43,0,0
53,24.4675,217,2.5,687.97
0,10.0488,0,1,393.13
38,13.7971,275,6,1651.14
51,24.1085,212,1,314.5
140.5,118.0816,119,177.5,90713.15
150,85.7784,175,154,67806.2
358,341.0677,105,465,153556.96
91,53.6578,170,100,13759
193,119.8307,161,180.5,37608.98
32,64.3319,50,80,21700.8
155.5,209.4672,74,188,67995.84
0,2.1421,0,0.5,108.11
16.5,31.3625,53,14.5,4731.21
0,2.2736,0,0,0
15,69.7301,22,61,20623.49
64,17.6205,363,17,6482.61
340,130.5377,260,214,81604.62
23.5,36.884,64,17,3742.55
13,5.8687,222,8,2295.84
4,4.0202,99,6,1792.68
0,2.0861,0,6,1981.38
66,19.4669,339,44,19027.36
38,28.8586,132,29,4674.22
19,8.9615,212,12,1981.32
139.5,90.0951,155,85.5,17478.77
0,20.1764,0,27.5,7567.73
3,12.5071,24,29,4104.37
130.5,96.2388,136,82,22565.58
0,1.0363,0,0,0
0,1.5487,0,0,0
40,36.8923,108,39,12265.5
9,105.3651,9,3,1533.18
1,71.7737,1,-96,-42268.8
33,252.6427,13,47,15520.81
2,67.6555,3,-1,-137.59
46,225.0627,20,-65,-13543.4
7,89.6646,8,15,4068.9
31,209.4672,15,42,15190.56
0,24.4201,0,-5,-1081.1
63,154.4002,41,52,16967.08
0,2.2736,0,0,0
0,24.0449,0,3,1014.27
6,24.9624,24,-4,-1525.32
13,142.9699,9,25,9533.25
3,15.3683,20,1,220.15
7,7.8249,89,1,286.98
-8,2.4852,-322,2,597.56
12,30.457,39,22,7265.06
60,153.636,39,45,19459.8
10,39.1652,26,9,1450.62
9,9.6881,93,9,1485.99
12,17.5185,68,1,204.43
1,2.6548,38,3,825.57
6,23.4175,26,7,990.71
3,37.8081,8,10,2751.9
0,7.2541,0,-2,-786.26
7,9.2922,75,3,825.57
13,59.7303,22,13,4088.5
242.5,172.5807,141,218.5,111666.61
355,119.0394,298,357,157187.1
865,480.0212,180,548,180966.05
86,60.6566,142,82,11282.38
173,125.3052,138,163.5,34066.86
27,71.7484,38,78,21158.28
147.5,224.9833,66,169,61123.92
1,1.2853,78,51.5,11135.33
3.5,26.5375,13,74.5,24308.61
0,2.2736,0,0,0
10,98.5839,10,56,18933.04
53,13.5825,390,15,5719.95
305,198.9146,153,208,79316.64
1.5,5.5326,27,3,660.45
-2,1.3694,-146,5,1434.9
1,0.4386,228,1,298.78
0,2.0861,0,5,1651.15
45,5.7256,786,25,10811
25,4.1227,606,25,4029.5
19,8.4771,224,15,2476.65
147.5,110.1162,134,96.5,19727.5
6,26.5479,23,30.5,8393.3
5,7.7171,65,25,3538.25
146.5,164.9808,89,102,28069.38
0,1.0363,0,-1,-393.13
1,2.323,43,1,275.19
48,65.0006,74,45,14152.5
6,58.1325,10,6,3066.36
14,73.5243,19,14,6164.2
19,189.4821,10,21,6934.83
20,51.3248,39,-8,-1100.72
32,138.079,23,26,5417.36
5,69.9984,7,1,271.26
20,131.8867,15,20,7233.6
1,14.9948,7,-2,-432.44
22,28.95,76,9,2936.61
0,2.2736,0,0,0
5,48.0897,10,1,338.09
0,17.2534,0,1,381.33
9,149.186,6,11,4194.63
12,3.6884,325,10,2201.5
4,4.4993,89,3,860.94
0,0.3655,0,0,0
9,7.0927,127,8,2641.84
15,12.0237,125,14,6054.16
9,10.3066,87,11,1772.98
32,21.3138,150,25,4127.75
21,32.5343,65,36,7359.48
13,3.7167,350,8,2201.52
4,9.5799,42,5,707.65
16,44.6823,36,13,3577.47
-3,1.0363,-289,0,0
-1,2.323,-43,0,0
2,14.0542,14,8,2516
22,32.6737,67,33,16864.98
-2,20.0258,-10,73,32141.9
105,168.2077,62,149,49204.27
74,12.7393,581,-3,-412.77
118,79.0761,149,122,25419.92
78,28.5412,273,55,14919.3
222,127.7432,174,119,43039.92
48,11.2358,427,50,10811
196,161.2716,122,270,88098.3
0,1.2634,0,0,0
-20,36.6824,-55,50,16904.5
188,41.4806,453,106,40420.98
197,145.8037,135,171,65207.43
16,29.8242,54,68,14970.2
26,50.4416,52,76,21810.48
3,1.8274,164,13,3884.14
52,28.7359,181,82,27078.86
151,84.884,178,215,92974.6
98,5.0043,1958,34,5480.12
110,29.9056,368,55,9081.05
3,41.8895,7,6,1226.58
5,9.4561,53,1,275.19
5,23.1894,22,8,1132.24
9,8.0393,112,0,0
-16,2.6944,-594,22,8648.86
3,7.7875,39,38,10457.22
20,85.7005,23,62,19499
1,27.8251,4,1,511.06
10,14.1943,70,14,6164.2
12,66.614,18,13,4292.99
7,13.9772,50,3,412.77
6,65.8967,9,8,1666.88
0,32.3495,0,2,542.52
11,88.2037,12,11,3978.48
2,9.9879,20,5,1081.1
8,22.8522,35,11,3589.19
0,0.3581,0,0,0
-1,11.4632,-9,2,676.18
0,53.1276,0,4,1525.32
54,118.1172,46,6,2287.98
14,36.4982,38,9,1981.35
129,167.8689,77,103,29558.94
0,2.7411,0,3,896.34
17,13.1585,129,22,7265.06
38,39.9029,95,30,12973.2
63,21.2683,296,22,3545.96
19,31.1172,61,29,4788.19
7,45.2859,15,0,0
5,6.4473,78,0,0
1,20.6128,5,0,0
0,5.243,0,0,0
0,0.829,0,0,0
-3,3.8227,-78,8,2201.52
19,26.2829,72,3,943.5
133,31.7733,419,7,3577.42
86,40.1911,214,12,5283.6
148,117.6261,126,44,14530.12
0,20.8622,0,3,412.77
-70,60.9545,-115,115,23961.4
0,11.666,0,8,2170.08
394,167.2828,236,155,56060.4
2,15.5914,13,-4,-864.88
7,46.5222,15,7,2284.03
0,1.4381,0,0,0
0,45.853,0,0,0
70,47.0243,149,-97,-36989.01
90,146.1663,62,59,22498.47
53,62.9998,84,6,1320.9
10,30.0087,33,5,1434.9
0,2.7411,0,-6,-1792.68
68,10.712,635,0,0
151,221.3392,68,196,84758.24
0,15.6385,0,0,0
0,42.7332,0,0,0
29,45.2859,64,17,3475.31
6,10.3158,58,0,0
7,36.0724,19,15,2122.95
0,10.8356,0,12,3302.28
0,5.1815,0,0,0
9,7.1533,126,1,275.19
2,76.9693,3,3,943.5
-1,26.6119,-4,73,37307.38
99,15.1091,655,100,44030
281,43.3893,648,100,33023
0,16.2773,0,100,13759
0,72.4864,0,130,27086.8
30,47.2429,64,150,40689
216,121.6602,178,130,47018.4
18,21.0616,85,104,22486.88
100,68.695,146,285,92992.65
300,89.4133,336,350,118331.5
50,37.1093,135,192,73215.36
153,109.4918,140,360,137278.8
32,24.0009,133,150,33022.5
19,30.0663,63,108,30993.84
29,4.5684,635,23,6871.94
50,6.1224,817,108,35664.84
103,20.3424,506,302,130596.88
-2,3.1277,-64,100,16118
2,6.7093,30,100,16511
24,13.5858,177,20,4088.6
20,2.5789,776,0,0
35,12.883,272,4,566.12
0,1.7477,0,0,0
0,4.1452,0,0,0
23,2.4429,942,0,0
34,195.2609,17,0,0
15,16.2664,92,5,2555.3
23,19.837,116,7,3082.1
81,65.6389,123,23,7595.29
1,9.1204,11,2,275.18
40,24.7113,162,7,1458.52
6,28.3137,21,12,3255.12
173,72.9961,237,51,18445.68
0,10.8981,0,6,1297.32
12,37.6396,32,14,4568.06
0,1.1295,0,0,0
4,34.3897,12,0,0
41,34.466,119,5,1906.65
171,84.9923,201,27,10295.91
27,35.8146,75,16,3522.4
18,8.1718,220,5,1434.9
1,4.5684,22,5,1493.9
47,14.3848,327,4,1320.92
60,79.0562,76,80,34595.2
13,15.0129,87,7,1128.26
21,23.5001,89,20,3302.2
12,52.0788,23,21,4293.03
3,8.5965,35,6,1651.14
40,25.766,155,10,1415.3
19,7.3402,259,5,1375.95
12,4.767,252,4,1572.52
1,2.6246,38,1,275.19
34,29.4874,115,4,1258
0,5.6391,0,0,0
3,7.348,41,0,0
5,13.927,36,5,1651.15
9,16.4532,55,4,550.36
23,26.3587,87,11,2291.96
1,13.2011,8,-4,-1085.04
21,30.4151,69,11,3978.48
11,5.5224,199,9,1945.98
60,34.6559,173,50,16314.5
0,0.3581,0,0,0
0,11.4632,0,0,0
2,23.9914,8,-1,-381.33
5,37.7572,13,0,0
0,10.6508,0,1,220.15
6,12.2643,49,-1,-286.98
-1,1.8274,-55,-1,-298.78
4,5.4928,73,7,2311.61
12,5.5804,215,9,3891.96
-1,2.5022,-40,-2,-322.36
0,4.7602,0,0,0
0,28.3037,0,0,0
0,5.5877,0,0,0
25,10.3064,243,0,0
0,1.7477,0,-1,-275.19
2,3.1089,64,1,393.13
-1,1.9807,-50,7,1926.33
0,10.8861,0,2,629
128,80.1138,160,74,37818.44
121,102.3063,118,101,44470.3
294,161.637,182,248,81897.04
0,1.3998,0,-3,-412.77
6,30.3749,20,13,2708.68
1,5.0608,20,1,271.26
-1,46.0193,-2,-1,-361.68
5,7.9335,63,9,1945.98
14,19.718,71,6,1957.74
0,1.1368,0,0,0
71,2.2367,3174,30,10142.7
20,30.1633,66,50,19066.5
132,95.7277,138,89,33938.37
7,9.0563,77,12,2641.8
15,13.8092,109,15,4304.7
25,21.1062,118,28,8365.84
15,9.6746,155,14,4623.22
1,7.8076,13,2,864.88
4,5.9735,67,2,322.36
10,1.6179,618,2,330.22
281,212.367,132,207,42317.01
92,103.8761,89,131,36049.89
36,33.7915,107,31,4387.43
73,88.4325,83,58,15961.02
83,198.9313,42,95,37347.35
190,252.7476,75,207,56964.33
56,83.0994,67,85,26732.5
36,33.3807,108,36,18398.16
36,10.3127,349,36,15850.8
177,99.8346,177,142,46892.66
-1,3.966,-25,1,137.59
2,14.6033,14,10,2083.6
1,0.6326,158,1,271.26
9,27.5058,33,6,2170.08
8,3.526,227,1,216.22
16,32.0758,50,14,4568.06
0,1.1368,0,0,0
0,3.9143,0,0,0
5,8.9848,56,0,0
132,78.3226,169,120,45759.6
78,61.3244,127,87,19153.05
271,181.8216,149,254,72892.92
20,31.9608,63,13,3884.14
608,336.6773,181,461,152236.03
611,284.1962,215,590,255139.6
10,5.702,175,9,1450.62
108,42.5401,254,85,14034.35
282,188.7707,149,257,52538.51
7,1.7132,409,8,2201.52
243,80.818,301,283,40052.99
-1,5.3595,-19,0,0
-1,2.048,-49,0,0
84,66.9038,126,77,21189.63
190,148.3917,128,137,43086.5
5,6.6761,75,14,7154.84
7,4.336,161,12,5283.6
27,42.7863,63,52,17171.96
0,0.6999,0,0,0
7,17.67,40,11,2291.96
0,3.163,0,0,0
-1,11.6371,-9,2,723.36
0,0.5877,0,0,0
42,27.3508,154,45,14683.05
0,1.1368,0,0,0
0,5.0326,0,0,0
3,2.5671,117,4,1525.32
3,19.5807,15,3,1143.99
34,92.116,37,45,9906.75
18,23.0154,78,11,3156.78
3,4.2212,71,2,597.56
0,19.3493,0,0,0
0,12.4921,0,0,0
22,18.5542,119,14,2256.52
21,17.2254,122,7,1155.77
7,23.5963,30,29,5928.47
1,1.082,92,6,1651.14
21,14.5022,145,31,4387.43
0,5.3595,0,2,550.38
0,0.1365,0,0,0
1,22.3013,4,5,1375.95
3,5.9357,51,5,1572.5
86,70.5764,122,65,33218.9
40,61.9931,65,64,28179.2
128,171.1451,75,195,64394.85
13,17.2638,75,7,963.13
-7,51.4037,-14,34,7084.24
0,1.8978,0,0,0
0,20.6293,0,2,723.36
-4,2.6445,-151,7,1513.54
-7,22.5349,-31,24,7830.96
0,1.1368,0,0,0
27,16.7755,161,11,3718.99
124,54.294,228,81,30887.73
205,241.4948,85,184,70164.72
7,6.5551,107,7,1541.05
23,11.5077,200,9,2582.82
0,3.0152,0,0,0
98,21.2842,460,40,13209.2
66,7.8076,845,14,6054.16
6,3.8013,158,4,644.72
2,0.0952,2102,5,825.55
124,99.629,124,154,31482.22
33,19.7473,167,44,12108.36
53,48.9977,108,26,3679.78
20,34.8371,57,18,4953.42
5,6.1441,81,4,1572.52
32,29.735,108,14,3852.66
21,59.3567,35,29,9120.5
4,0,0,2,200
0,0,0,2,200
0,0,0,-1,-235.88
0,0,0,-9,-3184.29
-31,0,0,-15,-6998.85
-7,0,0,-9,-2721.6
-6,0,0,-4,-1866.36
24662,25215.813,98,19568,1953277.76
8854,8255.275,107,17233,1545972.43
1622,522.516,310,2687,364840.86
5214,1790.155,291,6628,1031383.08
1177,958.6895,123,4901,1328824.72
-3,0,0,-25,-4403
0,0,0,-1,-314.5
0,0,0,0,0
0,0,0,0,0
12818,13878.6547,92,15588,4389424.92
-3,0,0,-6,-1357.68
4432,4749.78,93,3994,1322499.38
474,330.8358,143,400,125580
-3,0,0,-6,-1173.48
-3,0,0,-35,-3369.45
0,0,0,0,0
-3,0,0,-7,-1364.23
-3,0,0,-5,-1069.05
58683,50104.9123,117,54798,8922758.34
-2,0,0,0,0
0,0,0,0,0
-7,0,0,-20,-9331.8
-2,0,0,-8,-2419.2
-1,0,0,-10,-4665.9
36769,25215.813,146,34076,3401466.32
10349,8909.9144,116,27798,2493758.58
1123,181.998,617,970,131706.6
6030,1478.1324,408,6373,991702.53
1466,353.4059,415,1440,384076.8
-1,0,0,-2,-352.24
0,0,0,0,0
-1,0,0,-2,-157.26
-2,0,0,0,0
0,0,0,-1,-114.41
5303,3775.8509,140,4119,1159869.21
-2,0,0,-1,-226.28
4483,4327.2911,104,4663,1543079.96
